CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;LATITUDINE;LONGITUDINE;LOCALIZE
9831;0;Via Anguillarese, 123;FIRRIOLO SAS DEL DR.  ANTONINO FIRRIOLO & C.;11176021001;61;58005;ANGUILLARA SABAZIA;-;58;RM;ROMA;120;LAZIO;01/03/2011;-;Ordinaria;1;42.04787;12.29691;1
9832;0;Via delle Palme, 5/E;DELLE PALME DI CASCIANINI COSETTA;12407561005;62;58013;BRACCIANO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.1018;12.17614;1
9833;0;Via degli Ammiragli, 52;FARMACIA 2000 SCIARRETTA DEL DR. ROCCO CRIMI E C. SAS;9664901007;136;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;28/02/2013;Ordinaria;1;41.90488;12.44556;1
9834;0;Via dello Stadio, 93;KUTSCHERA FABRIZIO;6300081004;60;58093;SACROFANO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.1054;12.4481;1
9835;0;Via Labat, 5;IL FARO SAS DEI DR. GRAZIELLA CORSI E ANDREA BALDINI;12918641007;53;58032;CIVITAVECCHIA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.11723;11.81129;1
9836;0;Via Provinciale, 18;MITIDIERI ATTILIO;6291071006;60;58069;NAZZANO;NAZZANO ROMANO;58;RM;ROMA;120;LAZIO;01/01/2008;31/08/2010;Ordinaria;1;42.19462;12.55701;1
9837;0;Via Madonna del Riposo, 125;VILLA CARPEGNA DELLA DR.SSA RITA LA TORRE & C. SNC;6293271000;165;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;28/02/2013;Ordinaria;1;41.92368;12.57115;1
9838;0;Piazzale Orsa Maggiore, 2/a;LAPUCCI LORENZINA;6319231004;55;58116;LADISPOLI;MARINA DI SAN NICOLA;58;RM;ROMA;120;LAZIO;01/01/2005;31/07/2007;Ordinaria;1;41.95433;12.09879;1
9839;0;Via Umberto I, 5;COVIELLO MARIA CONCETTA;6449801007;60;58033;CIVITELLA SAN PAOLO;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;42.19862;12.56763;1
9840;0;Viale Africa, 34;LE RUGHE DEI DR.I VINCENZO E VERONICA SANNA SNC;6789621007;60;58038;FORMELLO;LE RUGHE;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.06857;12.41027;1
9841;0;Via Trieste, 8;PACE MERCURIO VITTORIO;938170578;60;58106;TORRITA TIBERINA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.23007;12.62548;1
9842;0;Via G. Matteotti, 77;COMUNALE N.2 OSPEDALE SS. GONFALONE;-;15;58065;MONTEROTONDO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.06878;12.6236;1
9843;0;Piazza Plebiscito, 17/18;PALLANTE ETTORE;575241005;19;58104;TIVOLI;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.96092;12.79888;1
9844;0;Corso Garibaldi, 15;COMUNALE N.1 COLLEFERRO DR.SSA CINZIA PRIORI;5922051007;34;58034;COLLEFERRO;-;58;RM;ROMA;120;LAZIO;01/03/2013;31/03/2015;Ordinaria;1;41.73082;13.00518;1
9845;0;P.za Mazzini, 6;RONZONI;8521541006;34;58034;COLLEFERRO;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2011;Ordinaria;1;41.72725;13.00378;1
9846;0;Viale Roma, 86;SCAVOLINI SAS DI DEL BIAGIO PIO;9230761000;12;58047;GUIDONIA MONTECELIO;-;58;RM;ROMA;120;LAZIO;01/05/2008;-;Ordinaria;1;41.98986;12.71947;1
9847;0;Via Nomentana, 32;COTOGNI GABRIELLA;995230588;15;58065;MONTEROTONDO;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;42.06269;12.59406;1
9848;0;Via Casilina, 130;BRIZZI SNC DI FRANCESCA ED ELISA BRIZZI SNC;12433581001;38;58110;VALMONTONE;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2014;Ordinaria;1;41.77447;12.92028;1
9849;0;Via Fabrini, 1;FALVO DOTT. GENOVESE SALVATORE;9063261003;39;58114;ZAGAROLO;-;58;RM;ROMA;120;LAZIO;01/04/2007;-;Ordinaria;1;41.85383;12.79459;1
9850;0;Corso Filippo Turati, 21;BROCCHIERI RENATO;870490588;34;58034;COLLEFERRO;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2011;Ordinaria;1;41.73739;12.99046;1
9851;0;Via F. Corridoni, 47;LUZI VINCENZO;417291002;30;58119;SAN CESAREO;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;41.82739;12.78679;1
9852;0;Via Adige, 36;COMUNALE N.1 MONTEROTONDO;2128361009;15;58065;MONTEROTONDO;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;42.06878;12.6236;1
9853;0;V.le Umberto I, 8;BOCCA MARCELLO;4353981006;10;58096;SAN POLO DEI CAVALIERI;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/05/2013;Ordinaria;1;42.01179;12.83939;1
9854;0;Via Livio Mariani, 8;CASOLI DANIELA;166091009;20;58055;MARANO EQUO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.99438;13.01413;1
9855;0;Via Naz. Tiburtina, 153/155;TORNAGHI GIACOMO;278540588;10;58104;TIVOLI;VILLA ADRIANA;58;RM;ROMA;120;LAZIO;01/01/2005;31/07/2010;Ordinaria;1;41.95652;12.77343;1
9856;0;Via Tiburtina Valeria, 92;SANASI SAS DI SANASI RAFFAELE;9183011007;11;58047;GUIDONIA MONTECELIO;VILLALBA;58;RM;ROMA;120;LAZIO;01/07/2007;30/04/2012;Ordinaria;1;41.95215;12.69488;1
9857;0;Largo E. Tomei, 1;TRAVERSA MARIA GRAZIA;808911002;10;58095;SAN GREGORIO DA SASSOLA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92435;12.8606;1
9858;0;Piazza S. Sebastiano, 12;PALOMBI DAVID;575751003;21;58001;AFFILE;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89449;13.08346;1
9859;0;Viale Roma, 100;SCOPPINO EMANUELITA;719751000;18;58075;PALOMBARA SABINA;CRETONE;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.06718;12.70553;1
9860;0;Piazza delle Ville, 33;PANATTA ROBERTO;13050281008;22;58006;ANTICOLI CORRADO;-;58;RM;ROMA;120;LAZIO;01/01/2015;-;Ordinaria;1;42.00952;12.98909;1
9861;0;Largo Lavatoio, 1;MASTROMATTEO ALDO;510241003;32;58020;CARPINETO ROMANO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.59886;13.09138;1
9862;0;Piazza della Vittoria, 4;INFANTINO SALVATORE;7852201008;25;58044;GERANO;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.93047;12.99452;1
9863;0;Via Roma, snc;GIANNONE GIORGIO;339701005;30;58012;BELLEGRA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.87965;13.02906;1
9864;0;Via S. Maria, 1;DI CECCO DELLA DR.SSA DI CECCO GIUSTINIANA & C. SAS;6951681003;29;58112;VICOVARO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.01673;12.89545;1
9865;0;Via Cadorna, 31;GIOVANNI XXIII DR.SSA VILLONE ANTONIETTA;2465370803;28;58103;SUBIACO;-;58;RM;ROMA;120;LAZIO;01/10/2007;31/03/2015;Ordinaria;1;41.93646;13.11746;1
9866;0;Viale Roma, sn;ALEANDRI DEL DR. PANZIRONI SETTIMIO;8264171003;12;58047;GUIDONIA MONTECELIO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.98134;12.70358;1
9867;0;Via Fleming, 53/D;LAURENZI MARIO;404081002;31;58011;ARTENA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.74355;12.91045;1
9868;0;Via Casilina km. 50,300;COMUNALE N.2 COLLEFERRO SCALO;5922051007;30;58034;COLLEFERRO;COLLEFERRO SCALO;58;RM;ROMA;120;LAZIO;01/03/2011;-;Ordinaria;1;41.73739;12.99046;1
9869;0;Via della Vittoria, 8;ZANDONADI PIETRINO;850391004;30;58041;GAVIGNANO;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.70479;13.06823;1
9870;0;VIALE DEI PINI, 17;LEODORI ROSARIA;12921251000;30;58089;ROCCA SANTO STEFANO;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.91485;13.03297;1
9871;0;Via Mazzini, 82;BRIZZI DANIELE;54761002;30;58062;MONTELANICO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.64883;13.04017;1
9872;0;Via Regina Elena, 31 A-B;PORTELLI GIOVANNI;618431001;10;58056;MARCELLINA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.02243;12.80852;1
9873;0;Piazza San Giorgio, snc;CONTRATTI FERNANDO;120151006;20;58008;ARCINAZZO ROMANO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.87865;13.11637;1
9874;0;Via Roma, 14;BERNACCHIA ROMANO;45961000;20;58030;CICILIANO;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/04/2009;Ordinaria;1;41.9614;12.9418;1
9875;0;Via Empolitana, 126;CARICARI FABIO;9724711008;19;58104;TIVOLI;-;58;RM;ROMA;120;LAZIO;01/02/2008;30/09/2010;Ordinaria;1;41.95606;12.80477;1
9876;0;Viale Giovanni XXIII, 31;RICCARDI MARGHERITA;656141009;30;58090;ROIATE;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/03/2013;Ordinaria;1;41.86988;13.06949;1
9877;0;Viale Ungheria, 84;GIOVANNONE DI ALESSIA E RENATO ALBANESE;12922481002;39;58114;ZAGAROLO;-;58;RM;ROMA;120;LAZIO;01/10/2014;-;Ordinaria;1;41.83206;12.83674;1
9878;0;Corso Vittorio Emanuele, 80;MORELLI ANGIOLETTA;477381008;37;58102;SEGNI;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.68986;13.021;1
9879;0;Via Maremmana Inferiore, 153;TORNAGHI BENEDETTA;7725051002;10;58047;GUIDONIA MONTECELIO;VILLANOVA;58;RM;ROMA;120;LAZIO;01/01/2005;31/07/2010;Ordinaria;1;41.98134;12.70358;1
9880;0;Via Belvedere A. Nardi, 4;SALTARELLI ARMANDO;6968091006;10;58098;SANT'ANGELO ROMANO;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2014;Ordinaria;1;42.03273;12.70616;1
9881;0;Contr. Borgata S. Marino, 50;TRUCCO EGIDIO;796641009;30;58045;GORGA;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;41.65502;13.10909;1
9882;0;Via Turati, 133-135;AZIENDA PLURISERVIZI MONTEROTONDO - COMUNALE N.3;-;15;58065;MONTEROTONDO;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;42.06878;12.6236;1
9883;0;Via San Giovanni, 26;PASQUALE DONATO ANTONIO;-;36;58074;PALESTRINA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.83472;12.88699;1
9884;0;Via Nomentana, 194;COMUNALE CASALI DI MENTANA;-;13;58059;MENTANA;CASALI DI MENTANA;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;42.04086;12.6634;1
9885;0;Via Ignazio Silone - II Ponte IACP;COMUNALE LAURENTINO;5903241007;143;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2007;-;Ordinaria;1;41.92368;12.57115;1
9886;0;Viale Cesare Pavese, 310;COMUNALE FONTE OSTIENSE FERRATELLA;5903241007;144;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2007;-;Ordinaria;1;41.81751;12.47425;1
9887;0;Via Empolitana, 17;POGGI RENZO;563931005;19;58104;TIVOLI;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.95606;12.80477;1
9888;0;Via Tiburtina, 349;BALDINELLI FABIO;9348330581;11;58104;TIVOLI;BAGNI DI TIVOLI;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.95168;12.71736;1
9889;0;Via 3 Novembre, 105-109;LODI GAETANO;381101005;13;58059;MENTANA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.03379;12.63924;1
9890;0;Piazza Nazionale, 15;PETRILLI ANNA RITA;639331008;10;58067;MORICONE;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.11347;12.74396;1
9891;0;Corso Umberto, 23;ROSSI BRUNORI ENRICO MARIA;695251009;10;58063;MONTELIBRETTI;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.13522;12.73855;1
9892;0;Largo Mons. Giuseppe Cascioli, 8;DI RONZA VINCENZO;251621009;10;58078;POLI;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.88882;12.89199;1
9893;0;VIA CARLO GOLDONI, SNC;COM.LE MENTANA N.2;6905571003;13;58059;MENTANA;TOR LUPARA;58;RM;ROMA;120;LAZIO;01/12/2014;-;Ordinaria;1;42.04086;12.6634;1
9894;0;Via Cavour, 73;CARRELLO MARIA;7440930589;33;58026;CAVE;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.81189;12.93249;1
9895;0;VIA VITTORIO VENETO           8;MACCHIAROLI ROSARIO;7547120589;30;58025;CASTEL SAN PIETRO ROMANO;Santa Maria snc;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.85816;12.90348;1
9896;0;Via Trento e Trieste, 36/38;BACECCI CINZIA;1791003;30;58042;GENAZZANO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.81444;12.98202;1
9897;0;Via Garibaldi, 2;CENTRALE SAS DI SCHIAPPA ANTONIO & C.;7908661007;28;58103;SUBIACO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.93646;13.11746;1
9898;0;Via Aldo Moro, 88-90;STAZI UBALDO;777251000;10;58040;GALLICANO NEL LAZIO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.86495;12.83246;1
9899;0;Via IV Novembre, 8;GIDIUCCI MARISA;322811001;10;58061;MONTEFLAVIO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.10818;12.83038;1
9900;0;Via G. Theodoli, 46;MAZZE' NICOLA;3639691009;20;58094;SAMBUCI;-;58;RM;ROMA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.98807;12.93828;1
9902;0;Via IV Novembre, 97/B;BERTI ANNA;52761004;10;58066;MONTORIO ROMANO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.13642;12.80645;1
9903;0;Piazza C. Battisti, 16;PISANTI ADRIANO;-;37;58102;SEGNI;-;58;RM;ROMA;120;LAZIO;01/10/2009;-;Ordinaria;1;41.69143;13.00528;1
9904;0;-;MARCHETTI ANNA LUISA;471261008;12;58047;GUIDONIA MONTECELIO;SETTEVILLE;58;RM;ROMA;120;LAZIO;01/01/2005;31/05/2006;Ordinaria;1;41.94231;12.64981;1
9905;0;Piazza Aldo Moro, 15/16;RESTAINO FELICE;698771003;12;58047;GUIDONIA MONTECELIO;ALBUCCIONE;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9611;12.79821;1
9906;0;Piazza S. Giovanni, 37;DE MICHELE SERGIO;8710440580;14;58047;GUIDONIA MONTECELIO;-;58;RM;ROMA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.98134;12.70358;1
9907;0;Via Maremmana Inferiore, 300;ROSSETTI LAURA;8695740582;10;58047;GUIDONIA MONTECELIO;VILLANOVA;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2012;Ordinaria;1;42.00646;12.76223;1
9908;0;Piazza F. Patellani, snc;TERRONE SNC;13264951008;38;58110;VALMONTONE;Centro Comm.le I Macinanti;58;RM;ROMA;120;LAZIO;01/06/2015;-;Ordinaria;1;41.77111;12.9183;1
9909;0;Via Brennero, 24/26;SALUCCI ALDO;10653101005;10;58122;FONTE NUOVA;TOR LUPARA;58;RM;ROMA;120;LAZIO;01/01/2010;28/02/2013;Ordinaria;1;41.99284;12.62004;1
9910;0;Via Reatina, 48/A;IAMPICONI ELSA;3622471005;13;58059;MENTANA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.03872;12.63947;1
9911;0;Via della Vittoria, 23;TROILO GIOVANNI;798741005;36;58074;PALESTRINA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.81832;12.8587;1
9912;0;Piazza Roma, 5;CAPONERA GIUSEPPINA;8050401002;20;58017;CANTERANO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.93766;13.03968;1
9913;0;Piazza della Queva, 11;BALDINELLI MARCO;3975131008;11;58104;TIVOLI;BAGNI DI TIVOLI;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.96092;12.79888;1
9914;0;Via Salaria, 221;PALLI DOMENICO;9062190583;18;58065;MONTEROTONDO;MONTEROTONDO SCALO;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;42.07056;12.5987;1
9915;0;Piazza S. Maria delle Grazie, 5;COMUNALE N.4 MONTEROTONDO;-;15;58065;MONTEROTONDO;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;42.06878;12.6236;1
9916;0;Via Monte Bianco, 59-61;BARRESI ANTONINO;7747581002;12;58047;GUIDONIA MONTECELIO;COLLEVERDE;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.98132;12.62042;1
9917;0;Via Rosolina, 101;SCIARRA DEL DR. GIUSEPPE SCIARRA E C. SNC;9114860589;10;58104;TIVOLI;VILLA ADRIANA;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.94931;12.77224;1
9918;0;Via Sublacense, 19;EREDI CONTE DR. MARIO;11158561008;20;58002;AGOSTA;-;58;RM;ROMA;120;LAZIO;01/03/2011;30/09/2011;Ordinaria;1;41.98053;13.04089;1
9919;0;Corso Guglielmo Marconi, 6;PROIETTI GABRIELLA;9109180589;10;58021;CASAPE;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.90679;12.88532;1
9920;0;Via dei Girasoli, 30;SCARAMELLA SIMONETTA;8665920586;12;58047;GUIDONIA MONTECELIO;COLLEFIORITO;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.98134;12.70358;1
9921;0;Via Provinciale, 7;RASI GIORGIO;4443721008;20;58083;RIOFREDDO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.06052;13.00033;1
9922;0;Via della Libert, 19;PACIFICI-TORNAGHI DI M. EUPLE PACIFICI & C.SNC;4486531009;24;58023;CASTEL MADAMA;-;58;RM;ROMA;120;LAZIO;01/01/2015;-;Ordinaria;1;41.96884;12.8753;1
9923;0;Via Giacomo Matteotti, 6/8/10;CUCCHIARONI ANDREA;70671003;15;58065;MONTEROTONDO;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;42.06878;12.6236;1
9924;0;Via della Liberta', 50;ANTICA FARMACIA SALUCCI SAS;4657631000;18;58075;PALOMBARA SABINA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.06795;12.76584;1
9925;0;Via Tiburtina Valeria Km 34,300;SULSENTI ADRIANA;7149720588;19;58104;TIVOLI;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.95215;12.69488;1
9926;0;Via Gramsci, 42;ZUCCARELLO SALVATORE;9931980586;26;58051;LICENZA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.07867;12.89309;1
9927;0;Via Campolimpido di Tivoli;GIOVANNOLA FABRIZIO;4873791000;19;58104;TIVOLI;VILLA ADRIANA;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.96092;12.79888;1
9928;0;Piazza Mazzini, 10;ROMAGNOLI GIANNI;10178450580;30;58049;LABICO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.79052;12.86386;1
9929;0;Via Costa Sole, 22;PULIGNANO GIOVANNA;5338841009;20;58027;CERRETO LAZIALE;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.95601;12.97645;1
9930;0;VIA C. BATTISTI, 88;CONTI DI VALENTINI LORENZO E GIUSEPPE SNC;5096221006;19;58104;TIVOLI;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.96092;12.79888;1
9931;0;Via Vittorio Veneto, 47/49;FACCIOLO FRANCESCO;5241761005;30;58074;PALESTRINA;CARCHITTI;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.81832;12.8587;1
9932;0;Via Nomentana, 501;BOLLE LUCIANA;10219490587;13;58059;MENTANA;TOR LUPARA;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;42.01552;12.64078;1
9933;0;Via Pio XII, 60;SIMEONI ROBERTO;10374480589;33;58026;CAVE;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.83582;12.8882;1
9934;0;Via F. Bulgarini, 28;PANGIA RAFFAELE VINCENZO;5381141000;19;58104;TIVOLI;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.95565;12.79461;1
9935;0;Via Palombarese, 137/141;BERNOCCHI DELLA DOTT.SSA EMILIA BERNOCCHI E C. SAS;12511641008;13;58059;MENTANA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;42.00559;12.67558;1
9936;0;Piazza Amico D'Arsoli, 2/A;SAN BARTOLOMEO DEI DR.I A. & G. TASSONE SNC;7700511004;23;58010;ARSOLI;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.04165;13.0173;1
9937;0;Piazza Rivarola, 8;MINELLI SNC DEI DR.I GIOVANNA E MICHELE MINELLI;7745301007;19;58104;TIVOLI;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.96542;12.79936;1
9938;0;Via Piagge 20;ALIQUO' FRANCESCO;-;20;58077;PISONIANO;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.90506;12.95811;1
9939;0;Viale Piave, 80;VIZZACCARO SAS DELLA DR.SSA VIZZACCARO MARIA GRAZIA;10608341003;30;58100;SAN VITO ROMANO;S.VITO ROMANO;58;RM;ROMA;120;LAZIO;01/11/2009;30/09/2010;Ordinaria;1;41.87982;12.97939;1
9940;0;Piazza Unione, 3;BIASIOTTI ELSA;-;31;58011;ARTENA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.7287;12.89429;1
9941;0;Via Lata, 251;ARTEMISIA DOTT. ANGELO MONTECUOLLO;7410481001;49;58111;VELLETRI;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2011;Ordinaria;1;41.69291;12.78058;1
9942;0;Piazza Matteotti, 6;BAGNI PATRIZIA;4141401002;13;58059;MENTANA;CASTELCHIODATO;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.05704;12.69739;1
9943;0;Via della Croce, 13;PELLEGRINO SALVATORE;6366991005;36;58074;PALESTRINA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.83611;12.87824;1
9944;0;Viale Vittorio Veneto, 4;QUADRINI DI REMO QUADRINI SAS;10233841005;35;58073;OLEVANO ROMANO;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.86062;13.03309;1
9945;0;Via Fontana Bracchi, 61/A;LA SALUTE DR.SSA MIRELLA LA VERGHETTA;-;34;58034;COLLEFERRO;-;58;RM;ROMA;120;LAZIO;01/03/2009;31/05/2009;Ordinaria;1;41.73739;12.99046;1
9946;0;Corso Umberto I, 14;SAN GASPARE DR.SSA BONO TERESA;1652050590;20;58048;JENNE;-;58;RM;ROMA;120;LAZIO;01/06/2013;-;Ordinaria;1;41.89068;13.16637;1
9947;0;Viale Ungheria, 3;SOFI DOMENICA;6587911006;27;58092;ROVIANO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.03014;12.99474;1
9948;0;Largo Falcone, 7;IVELLA SIMONETTA;8777560585;12;58047;GUIDONIA MONTECELIO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.98134;12.70358;1
9949;0;Piazza Bonaparte, 9;DI NAPOLI STEFANO;6711751005;20;58053;MANDELA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.04053;12.92692;1
9950;0;Via della Vittoria, 7;CIOCCOLONI DI ROSSI DONATELLA E C. SNC;6778481009;63;58015;CAMPAGNANO DI ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.13191;12.36968;1
9951;0;Corso Italia, 92;ALTOBELLI SAS DEI DR. D. ALTOBELLI, A. FIRRIOLO & C;11498151007;11;58047;GUIDONIA MONTECELIO;VILLALBA;58;RM;ROMA;120;LAZIO;01/05/2012;-;Ordinaria;1;41.95465;12.73069;1
9952;0;Via Salaria Vecchia, 22;NEROLA DR. FRANCESCO PALMIERI;2427720244;17;58071;NEROLA;ACQUAVIVA;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.16728;12.76586;1
9953;0;Piazzale Giovanni XXIII, snc;VECCHIARINO GIUSEPPE;7319041005;20;58028;CERVARA DI ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.98626;13.08342;1
9954;0;Piazza della Liberta', 11;BALDESCHI MARIO;11541000;40;58022;CASTEL GANDOLFO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.74252;12.64888;1
9955;0;Via F.lli Colabona, 33;E.C.A. GENZANO;184527;45;58043;GENZANO DI ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2010;Ordinaria;1;41.67771;12.70611;1
9956;0;Piazza C. Fontana, 4;COMUNALE N.1 LANUVIO;-;40;58050;LANUVIO;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.64349;12.68539;1
9957;0;Piazza M. Mastrofini, 25;ENNIO PONZI SAS;10182371004;40;58060;MONTECOMPATRI;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.80769;12.73683;1
